date,game_mode,region,map,tier,hero,role,pick_rate,win_rate
2026-01-29,quickplay,Europe,busan,All,젠야타,SUPPORT,13.3,53.5
2026-01-29,quickplay,Europe,busan,All,주노,SUPPORT,19.2,50.9
2026-01-29,quickplay,Europe,busan,All,캐서디,DAMAGE,18.9,48.9
2026-01-29,quickplay,Europe,busan,All,키리코,SUPPORT,23.0,47.0
2026-01-29,quickplay,Europe,busan,All,토르비욘,DAMAGE,4.7,56.1
2026-01-29,quickplay,Europe,busan,All,트레이서,DAMAGE,4.5,46.6
2026-01-29,quickplay,Europe,busan,All,파라,DAMAGE,4.7,48.8
2026-01-29,quickplay,Europe,busan,All,프레야,DAMAGE,7.1,46.3
2026-01-29,quickplay,Europe,busan,All,한조,DAMAGE,11.4,48.7
2026-01-29,quickplay,Europe,busan,All,해저드,TANK,3.3,48.5
2026-01-29,quickplay,Europe,samoa,All,D.Va,TANK,10.0,47.4
2026-01-29,quickplay,Europe,samoa,All,겐지,DAMAGE,12.8,50.1
2026-01-29,quickplay,Europe,samoa,All,둠피스트,TANK,11.7,49.5
2026-01-29,quickplay,Europe,samoa,All,라마트라,TANK,8.0,50.4
2026-01-29,quickplay,Europe,samoa,All,라이프위버,SUPPORT,12.7,46.5
2026-01-29,quickplay,Europe,samoa,All,라인하르트,TANK,13.2,53.5
2026-01-29,quickplay,Europe,samoa,All,레킹볼,TANK,3.5,46.1
2026-01-29,quickplay,Europe,samoa,All,로드호그,TANK,7.9,46.4
2026-01-29,quickplay,Europe,samoa,All,루시우,SUPPORT,9.1,52.8
2026-01-29,quickplay,Europe,samoa,All,리퍼,DAMAGE,10.7,54.0
2026-01-29,quickplay,Europe,samoa,All,마우가,TANK,7.3,51.8
2026-01-29,quickplay,Europe,samoa,All,메르시,SUPPORT,31.4,49.0
2026-01-29,quickplay,Europe,samoa,All,메이,DAMAGE,6.6,52.5
2026-01-29,quickplay,Europe,samoa,All,모이라,SUPPORT,24.9,51.2
2026-01-29,quickplay,Europe,samoa,All,바스티온,DAMAGE,15.8,50.9
2026-01-29,quickplay,Europe,samoa,All,바티스트,SUPPORT,8.3,48.1
2026-01-29,quickplay,Europe,samoa,All,벤데타,DAMAGE,14.1,53.5
2026-01-29,quickplay,Europe,samoa,All,벤처,DAMAGE,3.9,52.2
2026-01-29,quickplay,Europe,samoa,All,브리기테,SUPPORT,7.3,53.4
2026-01-29,quickplay,Europe,samoa,All,소전,DAMAGE,11.8,46.0
2026-01-29,quickplay,Europe,samoa,All,솔저: 76,DAMAGE,17.2,49.2
2026-01-29,quickplay,Europe,samoa,All,솜브라,DAMAGE,8.1,48.4
2026-01-29,quickplay,Europe,samoa,All,시그마,TANK,8.4,52.5
2026-01-29,quickplay,Europe,samoa,All,시메트라,DAMAGE,3.7,58.2
2026-01-29,quickplay,Europe,samoa,All,아나,SUPPORT,31.1,47.9
2026-01-29,quickplay,Europe,samoa,All,애쉬,DAMAGE,16.1,50.1
2026-01-29,quickplay,Europe,samoa,All,에코,DAMAGE,7.0,49.6
2026-01-29,quickplay,Europe,samoa,All,오리사,TANK,10.4,45.4
2026-01-29,quickplay,Europe,samoa,All,우양,SUPPORT,10.6,51.6
2026-01-29,quickplay,Europe,samoa,All,위도우메이커,DAMAGE,6.6,42.5
2026-01-29,quickplay,Europe,samoa,All,윈스턴,TANK,3.2,50.5
2026-01-29,quickplay,Europe,samoa,All,일리아리,SUPPORT,10.3,55.4
2026-01-29,quickplay,Europe,samoa,All,자리야,TANK,6.2,51.0
2026-01-29,quickplay,Europe,samoa,All,정커퀸,TANK,6.8,55.1
2026-01-29,quickplay,Europe,samoa,All,정크랫,DAMAGE,11.9,50.5
2026-01-29,quickplay,Europe,samoa,All,젠야타,SUPPORT,13.3,53.9
2026-01-29,quickplay,Europe,samoa,All,주노,SUPPORT,18.6,50.8
2026-01-29,quickplay,Europe,samoa,All,캐서디,DAMAGE,20.5,48.7
2026-01-29,quickplay,Europe,samoa,All,키리코,SUPPORT,22.4,45.9
2026-01-29,quickplay,Europe,samoa,All,토르비욘,DAMAGE,4.8,57.4
2026-01-29,quickplay,Europe,samoa,All,트레이서,DAMAGE,5.1,48.0
2026-01-29,quickplay,Europe,samoa,All,파라,DAMAGE,5.0,50.7
2026-01-29,quickplay,Europe,samoa,All,프레야,DAMAGE,6.8,44.7
2026-01-29,quickplay,Europe,samoa,All,한조,DAMAGE,11.5,48.5
2026-01-29,quickplay,Europe,samoa,All,해저드,TANK,3.5,49.4
2026-01-29,quickplay,Europe,oasis,All,D.Va,TANK,10.1,47.4
2026-01-29,quickplay,Europe,oasis,All,겐지,DAMAGE,13.7,49.6
2026-01-29,quickplay,Europe,oasis,All,둠피스트,TANK,12.4,48.6
2026-01-29,quickplay,Europe,oasis,All,라마트라,TANK,7.7,51.2
2026-01-29,quickplay,Europe,oasis,All,라이프위버,SUPPORT,12.9,46.4
2026-01-29,quickplay,Europe,oasis,All,라인하르트,TANK,14.0,52.6
2026-01-29,quickplay,Europe,oasis,All,레킹볼,TANK,3.9,46.8
2026-01-29,quickplay,Europe,oasis,All,로드호그,TANK,8.1,47.6
2026-01-29,quickplay,Europe,oasis,All,루시우,SUPPORT,9.7,51.6
2026-01-29,quickplay,Europe,oasis,All,리퍼,DAMAGE,10.5,54.0
2026-01-29,quickplay,Europe,oasis,All,마우가,TANK,5.4,50.2
2026-01-29,quickplay,Europe,oasis,All,메르시,SUPPORT,32.0,50.0
